price,brand,model,version,year,km,doors,fuel
28.990,Fiat,Palio,ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2015,65000 km,4,Gasolina e Álcool (flex)
24.990,Fiat,Palio,1.4 MPI FIRE ELX WEEKEND 8V,2009,132000 km,4,Gasolina e Álcool (flex)
29.890,Fiat,Palio,Essence 1.6 16V Flex,2012,50000 km,4,Gasolina e Álcool (flex)
30.900,Fiat,Palio,Attractive Evo 1.4 Flex,2013,100952 km,4,Gasolina e Álcool (flex)
20.990,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V,2014,42000 km,2,Gasolina e Álcool (flex)
12.900,Fiat,Palio,FIRE,2007,1 km,2,Gasolina e Álcool (flex)
20.990,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V,2014,42000 km,2,Gasolina e Álcool (flex)
28.900,Fiat,Palio,Fire 1.0,2015,28000 km,4,Gasolina e Álcool (flex)
24.500,Fiat,Palio,2013,110000 km,Gasolina e Álcool (flex)
25.900,Fiat,Palio,Attractive,2013,65000 km,04,Gasolina e Álcool (flex)
28.900,Fiat,Palio,PALIO ATTRACTIVE 1.4,2013,0 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2011,1 km,4,Gasolina e Álcool (flex)
21.990,Fiat,Palio,1.0 Fire,2015,89000 km,2,Gasolina e Álcool (flex)
44.900,Fiat,Palio,SPORTING 1.6 Flex 16V 5p,2016,38457 km,4,Gasolina e Álcool (flex)
40.900,Fiat,Palio,Week. Adv. Dualogic 1.8 Flex,2013,0 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,1.0 ECONOMY FIRE FLEX 8V 2P,2010,111111 km,2,Gasolina e Álcool (flex)
22.000,Fiat,Palio,Fire Economy,2011,48713 km,2,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2011,83899 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2016,23000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2008,107907 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,Palio Elx 1.0,2008,110000 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2010,69633 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,FIRE 1.0 FLEX,2008,124000 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,1999,159000 km,4,Gasolina
26.500,Fiat,Palio,1.0 Celebration Economy FireFlex 8V 4p,2016,48000 km,4,Gasolina e Álcool (flex)
15.999,Fiat,Palio,1.0 Economy FireFlex 8V 2p,2010,74000 km,2,Gasolina e Álcool (flex)
26.900,Fiat,Palio,FIRE,2016,1 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,celebration,2009,90000 km,4,Gasolina e Álcool (flex),Monobloco
13.900,Fiat,Palio,2002,185000 km,4,Gasolina
8.990,Fiat,Palio,ED 1.0 mpi 2p e 4p,1997,0 km,2,Gasolina
18.500,Fiat,Palio,2011,76000 km,4,Gasolina
11.500,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2005,100 km,2,Gasolina e Álcool (flex)
26.800,Fiat,Palio,2015,68000 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2010,65421 km,4,Gasolina e álcool
17.200,Fiat,Palio,2006,140000 km,4,Gasolina e Álcool (flex)
28.999,Fiat,Palio,2015,27000 km,4,Gasolina e Álcool (flex)
24.500,Fiat,Palio,2013,50000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,ELX 1.3 mpi  Fire 16v 4p,2002,115000 km,5,Gasolina
11.900,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2006,0 km,2,Gasolina e Álcool (flex)
18.200,Fiat,Palio,2011,70987 km,2,Gasolina e Álcool (flex)
14.990,Fiat,Palio, CELEBRATION 1.0 FIRE FLEX 8V 2P,2007,102000 km,2,Gasolina e Álcool (flex)
19.900,Fiat,Palio,1.0 Celebration Economy FireFlex 8V 2p,2012,73000 km,2,Gasolina e Álcool (flex)
22.000,Fiat,Palio,ELX 1.4 mpi FireFlex 8V 4p,2009,1111111111 km,4,Gasolina e Álcool (flex)
17.899,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V,2010,100000 km,4,Gasolina e Álcool (flex)
37.500,Fiat,Palio,2013,130000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2013,42363 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2012,800 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2014,72000 km,2,Gasolina e Álcool (flex)
24.800,Fiat,Palio,2014,84000 km,4,Gasolina e Álcool (flex)
29.700,Fiat,Palio,2013,45000 km,4,Gasolina e Álcool (flex)
35.990,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2014,0 km,4,Gasolina e Álcool (flex)
42.900,Fiat,Palio,2014,47000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 2P MANUAL,2014,55500 km,2,Gasolina e Álcool (flex)
15.900,Fiat,Palio,2006,155000 km,4,372589
35.900,Fiat,Palio,2013,72000 km,4,Gasolina e Álcool (flex)
15.900,Fiat,Palio,ELX 1.3,2004,79000 km,4,Gasolina e Álcool (flex)
28.500,Fiat,Palio,1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL ,2014,55500 km,2,Gasolina e Álcool (flex)
16.999,Fiat,Palio,2010,90000 km,4,Gasolina e Álcool (flex)
22.320,Fiat,Palio,1.6 MPI Essence 16V Flex 4P Manual,2013,100000 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2014,39000 km,4,Gasolina e Álcool (flex)
10.990,Fiat,Palio,2008,105000 km,2,Gasolina e Álcool (flex)
23.000,Fiat,Palio,2011,82000 km,4,Gasolina e Álcool (flex)
14.200,Fiat,Palio,palio fire 2007,2007,166000 km,2,Gasolina e Álcool (flex)
36.990,Fiat,Palio,2012,80500 km,4,Gasolina e Álcool (flex)
20.990,Fiat,Palio,2012,38660 km,4,Gasolina e Álcool (flex)
31.999,Fiat,Palio,2010,59977 km,4,Álcool
18.000,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p,2010,122000 km,4,Gasolina e Álcool (flex)
15.999,Fiat,Palio,ELX 1.4,2007,199000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,PALIO ESSENCE 1.6 FLEX,2013,53000 km,5,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2014,45177 km,4,Gasolina e Álcool (flex)
35.990,Fiat,Palio,PALIO 1.0 ATTRACTIVE,2016,8000 km,4,Gasolina e Álcool (flex)
44.800,Fiat,Palio,SPORTING 1.6 Flex 16V 5p,2015,11800 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2013,100000 km,4,Gasolina e Álcool (flex)
23.500,Fiat,Palio,2008,1 km,4,Gasolina e Álcool (flex)
38.999,Fiat,Palio,ADVENTURE,2014,90000 km,4,Gasolina e Álcool (flex)
44.800,Fiat,Palio,SPORTING 1.6 Flex 16V 5p,2015,11800 km,4,Gasolina e Álcool (flex)
44.800,Fiat,Palio,SPORTING 1.6 Flex 16V 5p,2015,11800 km,4,Gasolina e Álcool (flex)
11.800,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2007,120 km,2,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2015,40000 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,2006,100 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,2003,110000 km,4,Gasolina
12.900,Fiat,Palio,2003,10000 km,4,Gasolina
18.500,Fiat,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,2011,85000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2012,84244 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio,2006,108000 km,4,Gasolina e Álcool (flex)
32.490,Fiat,Palio,1.0 Mpi Attractive 8v Flex 4p Manual,2015,49000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2013,54079 km,4,Gasolina e Álcool (flex)
27.990,Fiat,Palio,1.0 Attractive Flex Manual 4p,2013,100 km,4,Gasolina e Álcool (flex)
17.900,Fiat,Palio,2011,88000 km,4,Gasolina e Álcool (flex)
29.990,Fiat,Palio,1.8 Mpi Adventure Weekend 8v,2009,76000 km,4,Gasolina e Álcool (flex)
30.490,Fiat,Palio,1.8 Adv Weekend Flex 4p Manual,2012,112000 km,4,Gasolina e Álcool (flex)
70.900,Fiat,Palio,ADVENTURE,2017,0 km,Gasolina e Álcool (flex)
15.900,Fiat,Palio,2010,94200 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,2013,74003 km,4,Gasolina e Álcool (flex)
33.990,Fiat,Palio,2015,45582 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2014,61000 km,4,Gasolina e Álcool (flex)
16.490,Fiat,Palio,EX 1.0 MPI 8V Fire,2007,1 km,2,Gasolina
32.990,Fiat,Palio,2010,139399 km,4,Gasolina e Álcool (flex)
27.990,Fiat,Palio,2015,65277 km,4,Gasolina e Álcool (flex)
43.984,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
28.990,Fiat,Palio,2013,95000 km,4,Gasolina e Álcool (flex)
43.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,2011,140000 km,2,Álcool
13.900,Fiat,Palio,2002,185000 km,4,Gasolina
19.900,Fiat,Palio,2011,140000 km,2,Gasolina e Álcool (flex)
9.999,Fiat,Palio,2004,100000 km,2,Gasolina
35.900,Fiat,Palio,2015,39988 km,4,Gasolina e Álcool (flex)
17.990,Fiat,Palio,1.0 Elx Flex Manual 4p,2008,100 km,4,Gasolina e Álcool (flex)
23.500,Fiat,Palio,2012,99400 km,4,Gasolina e Álcool (flex)
49.900,Fiat,Palio,Attractive Evo 1.4 Flex,2017,0 km,4,Gasolina e Álcool (flex)
19.990,Fiat,Palio,2013,65340 km,4,Gasolina e Álcool (flex)
34.900,Fiat,Palio,2016,34441 km,4,Gasolina e álcool
15.900,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p,2007,102000 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,2002,127717 km,2,Gasolina
30.900,Fiat,Palio,2012,75391 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2008,139500 km,4,Gasolina e Álcool (flex)
19.990,Fiat,Palio,1.0 Mpi Fire Economy 8v,2010,0 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,PALIO 1.3 MPI FIRE ELX 8V FLEX 4P,2005,114039 km,4,Gasolina e Álcool (flex)
15.990,Fiat,Palio, PALIO 1.0 MPI ELX 8V FLEX 2P MANUAL,2009,1 km,4,Gasolina e Álcool (flex)
29.000,Fiat,Palio,2013,50000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,1.0 Mpi Attractive 8v,2013,41152 km,4,Gasolina e Álcool (flex)
11.200,Fiat,Palio,EX 1.0 mpi Fire 8v 4p,2002,171000 km,4,Gasolina
24.500,Fiat,Palio,Fire 1.0,2015,47000 km,5,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2009,76802 km,4,Gasolina e Álcool (flex)
29.750,Fiat,Palio,2013,45000 km,4,Gasolina e Álcool (flex)
18.500,Fiat,Palio,fire ,2008,86000 km,4,Gasolina e Álcool (flex)
25.800,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2011,43097 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio,2006,105000 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2013,57000 km,4,Gasolina e Álcool (flex)
11.900,Fiat,Palio,2012,65000 km,4,Gasolina e Álcool (flex)
37.877,Fiat,Palio,ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2017,0 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 2P MANUAL,2010,98000 km,2,Gasolina e Álcool (flex)
25.900,Fiat,Palio,Attractive 1.4,2011,120000 km,4,Gasolina e Álcool (flex)
22.000,Fiat,Palio,2010,125600 km,4,Gasolina e Álcool (flex)
23.900,Fiat,Palio,2013,111111 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,ECONOMY,2015,30000 km,2,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2012,111111 km,4,Gasolina e Álcool (flex)
19.990,Fiat,Palio,2008,100 km,4,Gasolina e Álcool (flex)
23.000,Fiat,Palio,FIRE 1.0,2013,130652 km,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2013,65000 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2016,44000 km,4,Gasolina e Álcool (flex)
32.000,Fiat,Palio,FIAT PALIO ATTRACTIVE 1.0,2014,30450 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,2005,180000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,celebr,2015,60000 km,4,Gasolina e Álcool (flex)
14.500,Fiat,Palio,2004,80378 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2011,20000 km,4,Gasolina e Álcool (flex)
32.999,Fiat,Palio,2013,0 km,4,Gasolina e Álcool (flex)
26.990,Fiat,Palio,2016,7000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,ELX 1.3 mpi  Fire 16v 4p,2002,115000 km,5,Gasolina
29.900,Fiat,Palio,2015,75250 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2015,75250 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio, Palio Fire Economy 1.0 8v 2013 -5 Portas			,2013,108000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,ELX 1.3 mpi  Fire 16v 4p,2002,115000 km,5,Gasolina
29.900,Fiat,Palio,2015,75250 km,4,Gasolina e Álcool (flex)
40.000,Fiat,Palio,1.6 16 V SPORTING MANUAL,2015,19900 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2015,75323 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2015,75323 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2008,100 km,4,Gasolina e Álcool (flex)
15.200,Fiat,Palio,1.0 8V MPI Attractive Flex 4P Manual,2012,0 km,5,Gasolina e Álcool (flex)
16.500,Fiat,Palio,2002,100 km,2,Gasolina e Álcool (flex)
25.900,Fiat,Palio,1.0 Mpi Fire 8v,2015,42500 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,2008,56000 km,4,Gasolina e Álcool (flex)
18.000,Fiat,Palio,2009,74000 km,4,Gasolina e Álcool (flex)
24.500,Fiat,Palio,2010,112865 km,4,Gasolina e Álcool (flex)
30.900,Fiat,Palio,1.8 Mpi Adventure Weekend 8v,2010,135000 km,4,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
19.000,Fiat,Palio,FIAT PALIO ELX 1.8 FIRE FLEX 8V 4P,2010,105000 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2012,59000 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,Fiat palio  Celebration 1.0 Fire Flex 8V 4p,2010,86000 km,4,Gasolina e Álcool (flex)
32.000,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2013,40235 km,4,Gasolina e Álcool (flex)
38.900,Fiat,Palio,Essence Dualogic 1.6 16V Flex,2013,47500 km,4,Gasolina e Álcool (flex)
27.600,Fiat,Palio,Celebration 1.0 Fire Flex 8V 4p,2014,40834 km,4,Gasolina e Álcool (flex)
16.880,Fiat,Palio,Economy 1.0 8V Fire Flex,2011,72336 km,2,Gasolina e Álcool (flex)
38.859,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
38.859,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
19.000,Fiat,Palio,Fire Economy,2012,37153 km,2,Gasolina e Álcool (flex)
33.500,Fiat,Palio,attract,2015,17000 km,4,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,Fire 1.0,2008,185000 km,2,Gasolina e Álcool (flex)
37.990,Fiat,Palio,Essence Dualogic 1.6 16V Flex,2015,26000 km,4,Gasolina e Álcool (flex)
34.000,Fiat,Palio,2013,53000 km,4,Gasolina e Álcool (flex)
19.490,Fiat,Palio,PALIO FIRE 1.0 FLEX,2008,1 km,4,Gasolina e Álcool (flex)
34.800,Fiat,Palio,Sporting 1.6,2013,52000 km,4,Gasolina e Álcool (flex)
34.000,Fiat,Palio,FIAT PALIO SPORTING 1.6 2013,2013,86000 km,4,Gasolina e Álcool (flex),Monobloco
29.990,Fiat,Palio,2013,91000 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,2013,12000 km,4,Álcool
34.990,Fiat,Palio,2016,33000 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,2013,12000 km,4,Gasolina e Álcool (flex)
46.990,Fiat,Palio,2016,18110 km,4,Gasolina e Álcool (flex)
24.800,Fiat,Palio,2014,28000 km,4,Gasolina e Álcool (flex)
17.490,Fiat,Palio,2011,83397 km,2,Gasolina e Álcool (flex)
16.500,Fiat,Palio,2008,100 km,4,Gasolina e Álcool (flex)
18.490,Fiat,Palio,2006,143388 km,4,Gasolina e Álcool (flex)
18.790,Fiat,Palio,2013,85095 km,2,Gasolina e Álcool (flex)
17.500,Fiat,Palio,HLX 1.8 mpi Flex 8V 4p,2015,55000 km,4,Gasolina e Álcool (flex)
20.300,Fiat,Palio,ELX 1.4,2008,71000 km,4,Gasolina e Álcool (flex)
16.000,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p,2011,128000 km,4,Gasolina e Álcool (flex)
13.200,Fiat,Palio,Celebration 1.0 Fire Flex 8V 2p,2005,190000 km,4,Álcool
16.500,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p,2011,128000 km,4,Gasolina e Álcool (flex)
15.900,Fiat,Palio,2008,130000 km,4,Gasolina e Álcool (flex)
31.500,Fiat,Palio,Attractive 1.4 8V Flex,2013,36000 km,4,Gasolina e álcool
25.500,Fiat,Palio,Fiat Palio Fire 1.0 8v (flex),2015,16224 km,4,Gasolina e Álcool (flex)
9.900,Fiat,Palio,2007,65000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2010,82000 km,4,Gasolina e Álcool (flex)
51.890,Fiat,Palio,SPORTING 1.6,2016,29800 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,economy,2014,26000 km,2,Gasolina e Álcool (flex)
26.900,Fiat,Palio,ELX 1.8 MPI 8V Flex,2010,76000 km,4,Gasolina e Álcool (flex)
11.990,Fiat,Palio,Fire 1.0,2003,103341 km,2,Gasolina e Álcool (flex)
42.750,Fiat,Palio,2017,1200 km,5,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
19.000,Fiat,Palio,1.0 MPI 8V Fire Flex,2008,0 km,4,Gasolina e Álcool (flex)
23.990,Fiat,Palio,Fire 1.0,2013,89350 km,4,Gasolina e Álcool (flex)
23.900,Fiat,Palio,2015,0 km,2,Gasolina e Álcool (flex)
10.900,Fiat,Palio,1.0 MPI 8V Fire,2003,150000 km,2,Gasolina
12.900,Fiat,Palio,2005,0 km,3,Gasolina
30.990,Fiat,Palio,1.0 MPI 8V Fire Flex,2015,58428 km,4,Gasolina e Álcool (flex)
42.900,Fiat,Palio,Novo Palio Attractive 1.0,2016,0 km,5,Gasolina e Álcool (flex)
23.900,Fiat,Palio,1.0 MPI ELX,2010,80000 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,PALIO WEEK. ADV/ADV TRYON 1.8 MPI FLEX,2005,114000 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
15.900,Fiat,Palio,PALIO FIRE,2008,85600 km,4,Gasolina e Álcool (flex),Monobloco
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,ECONOMY,2012,0 km,2,Gasolina e Álcool (flex)
15.500,Fiat,Palio,FIRE,2007,0 km,4,Gasolina e Álcool (flex)
19.990,Fiat,Palio,Palio 1.0 Fire Economy Flex,2010,100000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2014,1 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2011,131626 km,4,Gasolina e Álcool (flex)
18.500,Fiat,Palio,2007,110 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
25.000,Fiat,Palio,2014,40000 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2016,63000 km,4,Gasolina e Álcool (flex)
15.800,Fiat,Palio,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
15.800,Fiat,Palio,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
15.800,Fiat,Palio,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
34.490,Fiat,Palio,Fiat Palio Weekend Adventure Locker 1.8 16v (flex)  - 2011,2011,112185 km,4,Gasolina e Álcool (flex)
15.800,Fiat,Palio,Palio,2010,110000 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2012,95511 km,4,Gasolina e Álcool (flex)
44.900,Fiat,Palio,ATTRACTIVE 1.4 EVO,2017,100 km,4,Gasolina e Álcool (flex)
32.800,Fiat,Palio,2015,70000 km,4,Gasolina e Álcool (flex)
17.480,Fiat,Palio,2005,127390 km,4,Gasolina e Álcool (flex)
19.500,Fiat,Palio,Essence 1.6 Flex 16V 5p,2014,45000 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2013,72000 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,1.0 Fire Economy,2010,81000 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,1.4 Atractive 8v Flex,2016,18000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,1.0 8V,2014,44000 km,4,Gasolina e Álcool (flex)
15.900,Fiat,Palio,1.0 MPI ELX 8V,2004,1 km,4,Gasolina
23.490,Fiat,Palio,2013,113200 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2013,39405 km,4,Gasolina e Álcool (flex)
26.980,Fiat,Palio,1.4 Mpi Trekking Weekend 8v,2010,147000 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2010,85000 km,5,Gasolina e Álcool (flex)
26.900,Fiat,Palio,1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2013,27000 km,4,Gasolina e Álcool (flex)
17.000,Fiat,Palio,2008,5000 km,4,Gasolina e Álcool (flex)
10.900,Fiat,Palio,EX 1.0 MPI 8V,1999,117000 km,4,Gasolina
26.900,Fiat,Palio,2013,70000 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
12.900,Fiat,Palio,2005,144000 km,2,Gasolina e Álcool (flex)
16.999,Fiat,Palio,2013,75000 km,2,Gasolina e Álcool (flex)
2.900,Fiat,Palio,2007,1 km,2,Gasolina e Álcool (flex)
29.900,Fiat,Palio,Attractive Evo 1.0 8V Flex,2013,49890 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2013,70000 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,1.6 MPI SPORTING 16V FLEX 4P MANUAL,2013,64000 km,4,Gasolina e Álcool (flex)
24.800,Fiat,Palio,2014,48500 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2016,25203 km,2,Gasolina e Álcool (flex)
36.900,Fiat,Palio,2016,16500 km,4,Gasolina e Álcool (flex)
18.990,Fiat,Palio,palio celebration 1.0 flex,2008,80000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,2015,53000 km,4,Gasolina e Álcool (flex)
54.900,Fiat,Palio,Week. Adv. Dualogic 1.8 Flex,2016,1 km,4,Gasolina e Álcool (flex)
27.990,Fiat,Palio,Way 1.0 8V Fire Flex,2015,8121 km,4,Gasolina e Álcool (flex)
35.990,Fiat,Palio,2014,44161 km,4,Álcool
24.900,Fiat,Palio,2013,72290 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,2012,83371 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2014,800 km,4,Gasolina e Álcool (flex)
35.000,Fiat,Palio,1.6 SPORTING DUALOGIC,2013,51000 km,4,Gasolina e Álcool (flex)
10.502,Fiat,Palio,YOUNG,2001,98 km,2,Gasolina
10.800,Fiat,Palio,1.0 MPI EX FIRE 8V,2003,11111111 km,2,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2009,115900 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2010,90000 km,4,Gasolina e Álcool (flex)
17.900,Fiat,Palio,17900,2008,105000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,ATRACTIVE 1.4,2013,65000 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2013,70000 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
51.900,Fiat,Palio,2015,38527 km,4,Gasolina e Álcool (flex)
38.862,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
18.000,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p			,2010,88000 km,4,Gasolina e Álcool (flex)
14.000,Fiat,Palio,EX 1.3 ,2004,187000 km,2,Gasolina
35.989,Fiat,Palio,2017,0 km,4,Gasolina e Álcool (flex)
15.000,Fiat,Palio,Palio Young 1.0 mpi 8v 2p,2010,100000 km,2,Gasolina
17.900,Fiat,Palio,PALIO FIRE,2008,114321 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio,Palio 1.0 ECONOMY Fire Flex 8V 4p,2011,12000 km,4,Gasolina e Álcool (flex)
13.490,Fiat,Palio,2005,100 km,2,Gasolina
16.490,Fiat,Palio,2006,103000 km,4,Gasolina e Álcool (flex)
22.490,Fiat,Palio,2010,100 km,4,Gasolina e Álcool (flex)
28.500,Fiat,Palio,2013,56600 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,1.6 Sporting,2013,1 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2014,35700 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2011,119000 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,Essence Dualogic 1.6 16V Flex,2015,0 km,4,Gasolina e Álcool (flex)
16.300,Fiat,Palio,FIAT FIAT Palio 1.0 Economy Fire Flex,2010,144000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2015,30000 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,2011,0 km,2,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2014,42000 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2015,32000 km,2,Álcool
